[2024-04-05 16:16:50.426219][INFO],0.018000,0.003000,0.973000,-0.227000,0.186000,-0.123000,-0.176652,-1.059823,-0.000000,-0.000000,0.973171,0.194634,1.376272,1
[2024-04-05 16:16:50.439212][INFO],0.007000,-0.007000,0.989000,-0.082000,-0.104000,-0.116000,-0.148593,-1.028439,-0.010752,-0.009565,0.988945,0.353496,1.398612,1
[2024-04-05 16:16:50.452854][INFO],0.012000,-0.007000,1.006000,-0.044000,0.109000,-0.169000,-0.121801,-1.009773,-0.005731,-0.009139,1.006038,0.484005,1.422782,1
[2024-04-05 16:16:50.466749][INFO],0.020000,-0.002000,0.983000,-0.112000,0.270000,-0.177000,-0.111333,-1.014064,0.002600,-0.003910,0.983194,0.583843,1.390452,1
[2024-04-05 16:16:50.480420][INFO],0.024000,0.004000,0.983000,-0.082000,-0.127000,-0.131000,-0.118507,-1.034968,0.006241,0.001966,0.983279,0.663730,1.390568,1
[2024-04-05 16:16:50.494181][INFO],0.015000,-0.000000,1.008000,-0.036000,-0.051000,-0.116000,0.000004,-0.852554,-0.000000,0.000000,1.008112,0.732606,1.425685,1
[2024-04-05 16:16:50.508220][INFO],0.013000,0.001000,1.006000,-0.151000,0.224000,-0.154000,-0.004824,-0.844008,-0.001820,0.000915,1.006083,0.787302,1.422816,1
[2024-04-05 16:16:50.522359][INFO],0.015000,-0.001000,0.981000,-0.151000,0.186000,-0.177000,-0.003677,-0.843127,0.000563,-0.001063,0.981115,0.826064,1.387506,1
[2024-04-05 16:16:50.535447][INFO],0.018000,-0.005000,0.980000,-0.006000,-0.104000,-0.139000,0.292322,-1.052255,-0.000000,0.000001,0.980178,0.856887,1.386181,1
[2024-04-05 16:16:50.549629][INFO],0.016000,-0.007000,1.001000,-0.036000,0.033000,-0.116000,0.400662,-0.915740,-0.000000,0.000001,1.001152,0.885740,1.415843,1
[2024-04-05 16:16:50.562832][INFO],0.011000,-0.000000,0.998000,-0.067000,0.178000,-0.146000,0.379791,-0.899299,-0.004665,0.006616,0.998028,0.908198,1.411440,1
[2024-04-05 16:16:50.576125][INFO],0.013000,0.003000,0.990000,-0.105000,0.148000,-0.169000,0.350767,-0.890043,-0.002380,0.009061,0.990046,0.924567,1.400165,1
[2024-04-05 16:16:50.590036][INFO],0.024000,0.004000,0.991000,-0.090000,-0.066000,-0.162000,0.320478,-0.915777,0.008158,0.009544,0.991219,0.937898,1.401828,1
[2024-04-05 16:16:50.603822][INFO],0.014000,-0.005000,1.005000,-0.143000,0.087000,-0.078000,0.316810,-0.908739,-0.001941,0.000558,1.005108,0.951340,1.421437,1
[2024-04-05 16:16:50.617526][INFO],0.012000,-0.004000,0.989000,-0.135000,0.254000,-0.123000,0.310796,-0.894749,-0.003445,0.001365,0.989074,0.958887,1.398762,1
[2024-04-05 16:16:50.631323][INFO],0.013000,-0.004000,0.980000,-0.051000,0.140000,-0.162000,0.306285,-0.886189,-0.002159,0.001239,0.980091,0.963127,1.386059,1
