[2024-05-02 08:51:46.223609][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.123300,ay_filtered=0.054100,az_filtered=0.091200,ax_rotated=-0.000000,ay_rotated=-0.031715,az_rotated=0.159503,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.316600,gp_filtered=-0.152400,gy=-0.315400,gr_rotated=-0.441844,gp_rotated=-0.165246,gy_rotated=-0.020146,roll_angle=-30.676492,pitch_angle=53.511172,comp_vector=0.227790,button_state=1
[2024-05-02 08:51:46.236887][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.234270,ay_filtered=0.102790,az_filtered=0.173280,ax_rotated=-0.000019,ay_rotated=-0.060299,az_rotated=0.303048,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.601540,gp_filtered=-0.289560,gy=-0.599260,gr_rotated=-0.839512,gp_rotated=-0.313935,gy_rotated=-0.038366,roll_angle=-30.684145,pitch_angle=53.507488,comp_vector=0.432796,button_state=1
[2024-05-02 08:51:46.250034][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.334143,ay_filtered=0.146611,az_filtered=0.247152,ax_rotated=-0.000063,ay_rotated=-0.086084,az_rotated=0.432227,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.857986,gp_filtered=-0.413004,gy=-0.854734,gr_rotated=-1.197425,gp_rotated=-0.447707,gy_rotated=-0.054892,roll_angle=-30.694473,pitch_angle=53.502517,comp_vector=0.617293,button_state=1
[2024-05-02 08:51:46.264133][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.424029,ay_filtered=0.186050,az_filtered=0.313637,ax_rotated=-0.000136,ay_rotated=-0.109362,az_rotated=0.548473,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.088787,gp_filtered=-0.524104,gy=-1.084661,gr_rotated=-1.519562,gp_rotated=-0.568044,gy_rotated=-0.069923,roll_angle=-30.707180,pitch_angle=53.496400,comp_vector=0.783330,button_state=1
[2024-05-02 08:51:46.276349][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.504926,ay_filtered=0.221545,az_filtered=0.373473,ax_rotated=-0.000239,ay_rotated=-0.130394,az_rotated=0.653079,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.296509,gp_filtered=-0.624093,gy=-1.291595,gr_rotated=-1.809501,gp_rotated=-0.676281,gy_rotated=-0.083628,roll_angle=-30.721832,pitch_angle=53.489347,comp_vector=0.932752,button_state=1
[2024-05-02 08:51:46.289571][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.577733,ay_filtered=0.253490,az_filtered=0.427326,ax_rotated=-0.000372,ay_rotated=-0.149408,az_rotated=0.747206,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.483458,gp_filtered=-0.714084,gy=-1.477835,gr_rotated=-2.070464,gp_rotated=-0.773625,gy_rotated=-0.096151,roll_angle=-30.738164,pitch_angle=53.481486,comp_vector=1.067220,button_state=1
[2024-05-02 08:51:46.302745][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.643260,ay_filtered=0.282241,az_filtered=0.475793,ax_rotated=-0.000533,ay_rotated=-0.166610,az_rotated=0.831904,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.651712,gp_filtered=-0.795076,gy=-1.645452,gr_rotated=-2.305348,gp_rotated=-0.861162,gy_rotated=-0.107614,roll_angle=-30.755753,pitch_angle=53.473018,comp_vector=1.188228,button_state=1
[2024-05-02 08:51:46.315888][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.702234,ay_filtered=0.308117,az_filtered=0.519414,ax_rotated=-0.000718,ay_rotated=-0.182178,az_rotated=0.908113,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.803141,gp_filtered=-0.867968,gy=-1.796306,gr_rotated=-2.516761,gp_rotated=-0.939875,gy_rotated=-0.118121,roll_angle=-30.774294,pitch_angle=53.464094,comp_vector=1.297123,button_state=1
[2024-05-02 08:51:46.328988][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.755311,ay_filtered=0.331406,az_filtered=0.558673,ax_rotated=-0.000924,ay_rotated=-0.196277,az_rotated=0.976685,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.939427,gp_filtered=-0.933571,gy=-1.932076,gr_rotated=-2.707050,gp_rotated=-1.010645,gy_rotated=-0.127767,roll_angle=-30.793610,pitch_angle=53.454796,comp_vector=1.395117,button_state=1
[2024-05-02 08:51:46.342097][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.803079,ay_filtered=0.352365,az_filtered=0.594005,ax_rotated=-0.001149,ay_rotated=-0.209049,az_rotated=1.038382,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-2.062084,gp_filtered=-0.992614,gy=-2.054268,gr_rotated=-2.878327,gp_rotated=-1.074270,gy_rotated=-0.136630,roll_angle=-30.813415,pitch_angle=53.445262,comp_vector=1.483299,button_state=1
[2024-05-02 08:51:46.355255][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.846072,ay_filtered=0.371228,az_filtered=0.625805,ax_rotated=-0.001390,ay_rotated=-0.220628,az_rotated=1.093892,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-2.172476,gp_filtered=-1.045753,gy=-2.164241,gr_rotated=-3.032493,gp_rotated=-1.131464,gy_rotated=-0.144789,roll_angle=-30.833719,pitch_angle=53.435489,comp_vector=1.562651,button_state=1
