[2024-04-26 18:22:12.946826][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.123300,ay_filtered=0.054100,az_filtered=0.091200,ax_rotated=0.000000,ay_rotated=-0.031715,az_rotated=0.159503,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.316600,gp_filtered=-0.152400,gy=-0.315400,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.676495,pitch_angle=53.511181,comp_vector=0.227790,button_state=1
[2024-04-26 18:22:12.960531][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.234270,ay_filtered=0.102790,az_filtered=0.173280,ax_rotated=-0.000019,ay_rotated=-0.060300,az_rotated=0.303048,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.601540,gp_filtered=-0.289560,gy=-0.599260,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.684273,pitch_angle=53.507435,comp_vector=0.432796,button_state=1
[2024-04-26 18:22:12.973993][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.334143,ay_filtered=0.146611,az_filtered=0.247152,ax_rotated=-0.000065,ay_rotated=-0.086088,az_rotated=0.432226,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-0.857986,gp_filtered=-0.413004,gy=-0.854734,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.695032,pitch_angle=53.502254,comp_vector=0.617292,button_state=1
[2024-04-26 18:22:12.987725][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.424029,ay_filtered=0.186050,az_filtered=0.313637,ax_rotated=-0.000139,ay_rotated=-0.109369,az_rotated=0.548472,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.088788,gp_filtered=-0.524104,gy=-1.084661,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.707916,pitch_angle=53.496052,comp_vector=0.783329,button_state=1
[2024-04-26 18:22:13.932][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.504926,ay_filtered=0.221545,az_filtered=0.373473,ax_rotated=-0.000247,ay_rotated=-0.130409,az_rotated=0.653076,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.296509,gp_filtered=-0.624093,gy=-1.291595,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.723221,pitch_angle=53.488682,comp_vector=0.932750,button_state=1
[2024-04-26 18:22:13.14472][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.577733,ay_filtered=0.253490,az_filtered=0.427326,ax_rotated=-0.000381,ay_rotated=-0.149427,az_rotated=0.747203,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.483458,gp_filtered=-0.714084,gy=-1.477835,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.739544,pitch_angle=53.480827,comp_vector=1.067217,button_state=1
[2024-04-26 18:22:13.27958][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.643260,ay_filtered=0.282241,az_filtered=0.475793,ax_rotated=-0.000545,ay_rotated=-0.166637,az_rotated=0.831898,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.651712,gp_filtered=-0.795076,gy=-1.645452,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.757614,pitch_angle=53.472130,comp_vector=1.188225,button_state=1
[2024-04-26 18:22:13.41306][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.702234,ay_filtered=0.308117,az_filtered=0.519414,ax_rotated=-0.000735,ay_rotated=-0.182215,az_rotated=0.908106,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.803141,gp_filtered=-0.867968,gy=-1.796307,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.776619,pitch_angle=53.462982,comp_vector=1.297118,button_state=1
[2024-04-26 18:22:13.54608][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.755311,ay_filtered=0.331406,az_filtered=0.558673,ax_rotated=-0.000944,ay_rotated=-0.196320,az_rotated=0.976676,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-1.939427,gp_filtered=-0.933571,gy=-1.932076,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.796125,pitch_angle=53.453590,comp_vector=1.395111,button_state=1
[2024-04-26 18:22:13.67865][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.803080,ay_filtered=0.352365,az_filtered=0.594005,ax_rotated=-0.001173,ay_rotated=-0.209101,az_rotated=1.038372,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-2.062084,gp_filtered=-0.992614,gy=-2.054269,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.816290,pitch_angle=53.443882,comp_vector=1.483292,button_state=1
[2024-04-26 18:22:13.81131][INFO],ax=-1.233000,ay=0.541000,az=0.912000,ax_filtered=-0.846072,ay_filtered=0.371228,az_filtered=0.625805,ax_rotated=-0.001416,ay_rotated=-0.220685,az_rotated=1.093881,gr=-3.166000,gp=-1.524000,gy=-3.154000,gr_filtered=-2.172476,gp_filtered=-1.045753,gy=-2.164242,gr_rotated=0.000000,gp_rotated=0.000000,gy_rotated=0.000000,roll_angle=-30.836678,pitch_angle=53.434071,comp_vector=1.562643,button_state=1
