[2024-04-29 15:30:32.161009][INFO],sample=390,count=1
[2024-04-29 15:30:32.363743][INFO],sample=405,count=2
[2024-04-29 15:30:32.567585][INFO],sample=420,count=3
[2024-04-29 15:30:32.779134][INFO],sample=435,count=4
[2024-04-29 15:30:32.982837][INFO],sample=450,count=5
[2024-04-29 15:30:33.185760][INFO],sample=465,count=6
[2024-04-29 15:30:33.389183][INFO],sample=480,count=7
[2024-04-29 15:30:33.593380][INFO],sample=495,count=8
[2024-04-29 15:30:33.797184][INFO],sample=510,count=9
[2024-04-29 15:30:33.999270][INFO],sample=525,count=10
[2024-04-29 15:30:34.202932][INFO],sample=540,count=11
[2024-04-29 15:30:34.404825][INFO],sample=555,count=12
[2024-04-29 15:30:34.606316][INFO],sample=570,count=13
[2024-04-29 15:30:34.807902][INFO],sample=585,count=14
[2024-04-29 15:30:35.8353][INFO],sample=600,count=15
[2024-04-29 15:30:35.208816][INFO],sample=615,count=16
