[2024-04-26 15:46:01.149079][INFO],0.052000,-0.022000,0.992000,-0.166000,0.109000,-0.139000,1.270467,-3.000663,-0.000000,0.000003,0.099361,0.140517,1
[2024-04-26 15:46:01.162455][INFO],0.049000,-0.024000,0.993000,-0.258000,0.071000,-0.085000,1.330524,-2.908168,-0.000000,0.000006,0.188874,0.267108,1
[2024-04-26 15:46:01.175785][INFO],0.047000,-0.019000,0.992000,-0.219000,0.064000,-0.123000,1.244485,-2.836028,0.000000,0.000007,0.269315,0.380869,1
[2024-04-26 15:46:01.189135][INFO],0.053000,-0.023000,0.985000,-0.196000,0.025000,-0.101000,1.271430,-2.906597,-0.000000,0.000010,0.341052,0.482321,1
[2024-04-26 15:46:01.202429][INFO],0.055000,-0.019000,0.993000,-0.280000,0.125000,-0.116000,1.228536,-2.971129,-0.000000,0.000012,0.406416,0.574759,1
[2024-04-26 15:46:01.215752][INFO],0.048000,-0.021000,0.995000,-0.212000,0.071000,-0.070000,1.224370,-2.926330,-0.000000,0.000013,0.465412,0.658192,1
[2024-04-26 15:46:01.229124][INFO],0.050000,-0.021000,0.990000,-0.181000,0.132000,-0.085000,1.222614,-2.919616,0.000000,0.000014,0.518019,0.732590,1
[2024-04-26 15:46:01.242463][INFO],0.050000,-0.023000,0.992000,-0.219000,0.071000,-0.116000,1.241158,-2.913619,-0.000000,0.000016,0.565570,0.799836,1
[2024-04-26 15:46:01.255785][INFO],0.050000,-0.025000,0.988000,-0.250000,0.094000,-0.055000,1.275070,-2.910928,0.000000,0.000017,0.607970,0.859800,1
[2024-04-26 15:46:01.269006][INFO],0.051000,-0.024000,0.990000,-0.135000,0.102000,-0.085000,1.292501,-2.916767,0.000000,0.000019,0.646333,0.914053,1
[2024-04-26 15:46:01.282351][INFO],0.049000,-0.018000,0.991000,-0.212000,0.087000,-0.085000,1.255788,-2.904220,0.000000,0.000019,0.680936,0.962989,1
[2024-04-26 15:46:01.295696][INFO],0.051000,-0.021000,0.993000,-0.265000,0.079000,-0.116000,1.249607,-2.909234,-0.000000,0.000020,0.712296,1.007338,1
[2024-04-26 15:46:01.309036][INFO],0.051000,-0.020000,0.989000,-0.196000,0.071000,-0.131000,1.237415,-2.914950,0.000000,0.000021,0.740118,1.046684,1
[2024-04-26 15:46:01.322398][INFO],0.049000,-0.022000,0.995000,-0.227000,0.094000,-0.131000,1.241213,-2.902506,0.000000,0.000021,0.765751,1.082935,1
[2024-04-26 15:46:01.335624][INFO],0.050000,-0.021000,0.989000,-0.219000,0.087000,-0.108000,1.238098,-2.901461,0.000000,0.000022,0.788224,1.114717,1
[2024-04-26 15:46:01.348985][INFO],0.052000,-0.020000,0.992000,-0.235000,0.094000,-0.078000,1.227894,-2.913646,0.000000,0.000022,0.808758,1.143756,1
[2024-04-26 15:46:01.362348][INFO],0.049000,-0.024000,0.995000,-0.204000,0.079000,-0.116000,1.246418,-2.902294,-0.000000,0.000023,0.827531,1.170306,1
[2024-04-26 15:46:01.375732][INFO],0.051000,-0.021000,0.989000,-0.227000,0.064000,-0.108000,1.242893,-2.908120,0.000000,0.000024,0.843832,1.193358,1
