2024-03-07 16:32:23, 14.996625, 2024-03-07 16:32:23, -0.713568
2024-03-07 16:32:24, 14.928049, 2024-03-07 16:32:24, -0.593565
2024-03-07 16:32:25, 14.945869, 2024-03-07 16:32:25, -0.592669
2024-03-07 16:32:26, 15.139702, 2024-03-07 16:32:26, -0.593826
2024-03-07 16:32:27, 14.869788, 2024-03-07 16:32:27, -0.474310
2024-03-07 16:32:28, 15.118552, 2024-03-07 16:32:28, -0.751161
2024-03-07 16:32:29, 15.313549, 2024-03-07 16:32:29, -0.514966
2024-03-07 16:32:30, 14.948099, 2024-03-07 16:32:30, -0.713219
2024-03-07 16:32:31, 14.997286, 2024-03-07 16:32:31, -0.475726
2024-03-07 16:32:32, 14.835832, 2024-03-07 16:32:32, -0.596377
2024-03-07 16:32:33, 14.917862, 2024-03-07 16:32:33, -0.593170
2024-03-07 16:32:34, 15.014624, 2024-03-07 16:32:34, -0.633330
2024-03-07 16:32:35, 14.864676, 2024-03-07 16:32:35, -0.628825
2024-03-07 16:32:36, 14.889914, 2024-03-07 16:32:36, -0.554095
2024-03-07 16:32:37, 14.968816, 2024-03-07 16:32:37, -0.634828
2024-03-07 16:32:38, 15.101481, 2024-03-07 16:32:38, -0.593933
