-1.713180, 0.399686
-1.891962, -0.114644
-1.779148, 0.172148
-1.775586, -0.229072
-1.784514, 0.115111
-1.763234, 0.341219
-1.483417, 0.171145
-1.784503, 0.230222
-1.723522, -0.114884
-1.840194, -0.057496
-1.725254, 0.057500
-1.607055, 0.286938
-1.888173, 0.228829
-1.886281, 0.285750
-1.661111, 0.057272
-1.671132, -0.057617
-1.943419, 0.114297
-1.891942, 0.286607
-1.666108, 0.000000
-1.890051, 0.286321
-1.890074, 0.057265
-1.829180, 0.114304
-1.669451, 0.115118
-1.720076, 0.057327
-1.949253, -0.057320
-1.662753, 0.286642
-1.718354, 0.114540
-1.720076, 0.057327
-2.004518, 0.229042
-1.834665, 0.171971
-1.832825, 0.229065
-1.713214, 0.171296
-1.661091, 0.286356
-1.603850, 0.229092
-1.718344, 0.229079
-1.831002, 0.171627
-1.829180, 0.114304
-1.664436, 0.114773
-1.546603, 0.171824
-1.779153, 0.114766
-1.832825, 0.229065
-1.884411, 0.228373
-1.775597, 0.114536
-1.780932, 0.172321
-1.825520, 0.285190
-1.740973, 0.116047
-1.667772, 0.172504
-1.721796, 0.114769
-1.718336, 0.286348
-1.773820, 0.171633
-1.662766, 0.171986
-1.664431, 0.172159
-1.600662, -0.057159
-1.768527, 0.114081
-1.770285, 0.171291
-1.772045, 0.228615
-1.664439, -0.000000
-1.486383, 0.057162
-1.888173, 0.228829
-1.714909, 0.285777
-1.718289, 0.515416
-1.669441, 0.230236
-1.720077, -0.000000
-1.831002, 0.171627
-1.720069, 0.171981
-1.662771, 0.114658
-1.832817, 0.286330
-1.777369, 0.171976
-1.718354, 0.114540
-1.756286, 0.169937
-1.880674, 0.113960
-1.947291, 0.229050
-1.779148, 0.172148
-1.888187, 0.057207
-1.888173, 0.228829
-1.782704, 0.287488
-1.959051, 0.057608
-1.671133, 0.000000
-1.608685, 0.057446
-1.777354, 0.286625
-1.706407, 0.227488
-1.777369, 0.171976
-1.777377, -0.000000
-1.726987, -0.057558
-1.832839, 0.057266
-1.664431, 0.172159
-1.600660, 0.114318
-1.718336, 0.286348
-1.780932, 0.172321
-1.554366, -0.230249
-1.603834, 0.343636
-1.770279, 0.228387
-1.714917, 0.228622
-1.773806, 0.286053
-1.834665, 0.171971
-1.821901, 0.227700
-1.770292, -0.057097
-1.548120, 0.401319
-1.631585, -0.000000
-1.514727, -0.617051
-1.532674, 0.794651
-1.739127, 0.579630
-1.779099, -0.459054
-1.608621, -0.516996
-1.733940, 0.231157
-2.237870, 0.114733
-1.939554, 0.000000
-1.452410, 0.232361
-1.537384, -0.170800
-1.941486, -0.057092
-1.968848, 0.578969
-1.367980, -0.284970
-1.765009, 0.170781
-1.903293, 0.576659
-1.812910, 0.056644
-1.832840, -0.000000
-1.496832, 0.115128
-1.586420, -0.056651
-1.992572, 0.227677
-1.793516, 0.173538
-1.543512, -0.228641
-1.657798, 0.000000
-1.903365, 0.288337
-1.820107, 0.056869
-1.766758, 0.227933
-1.674500, 0.057733
-1.657795, -0.114315
-1.888164, 0.286035
-1.662761, 0.229315
-1.487867, -0.057219
-1.905298, 0.173177
-2.006538, 0.057318
-1.546610, 0.000000
-1.777354, 0.286625
-1.777369, 0.171976
-1.775601, -0.000000
-1.836510, 0.000000
-1.718344, 0.229079
-1.827208, -0.742198
-1.603843, 0.286364
-1.432090, 0.171833
-1.720077, -0.000000
-1.845750, 0.057670
-1.716639, 0.114426
-1.773814, 0.228843
-1.773827, 0.057211
-1.788108, 0.057672
-1.719828, 0.974470
-1.772045, 0.228615
-1.897656, 0.114989
-1.829175, 0.171456
-1.716635, 0.171638
-1.718357, 0.057270
-1.657798, 0.057157
-1.829183, 0.057152
-1.723524, 0.057442
-1.773814, 0.228843
-1.893859, 0.057379
-1.886301, 0.114301
-1.777373, 0.114651
-1.777362, 0.229301
-1.718350, 0.171810
-1.832839, 0.057266
-1.659450, 0.114429
-1.546603, 0.171824
-1.823726, 0.056982
-1.778982, -0.803308
-1.775593, 0.171804
-1.716635, 0.171638
-1.605467, 0.000000
-1.662773, 0.057329
-1.726988, 0.000000
-1.714923, 0.171467
-1.545065, 0.057218
-1.834672, -0.057324
-1.834672, 0.057324
-1.766771, 0.056984
-1.608679, 0.172336
-1.600662, 0.057159
-1.654485, 0.228174
-1.836509, 0.057381
-1.939553, 0.057035
-1.779153, 0.114766
-1.773827, -0.057211
-1.718344, 0.229079
-1.779153, 0.114766
-1.773828, 0.000000
-1.602030, 0.972581
-1.605464, 0.114661
-1.664426, 0.229544
-1.720069, 0.171981
-1.802619, 0.116279
-1.607072, 0.114776
-1.713214, 0.171296
-1.656146, 0.000000
-1.721792, 0.172154
-1.664426, 0.229544
-1.777369, 0.171976
-1.836510, -0.000000
-1.832839, 0.057266
-1.718350, 0.171810
-1.718354, 0.114540
-1.661109, 0.114543
-1.891964, 0.057322
-1.786297, 0.230453
-1.540452, -0.000000
-1.838347, 0.114877
-1.433518, 0.229340
-1.716635, 0.171638
-1.773654, -0.800903
-1.831006, 0.114418
-1.660872, 0.973525
-1.949230, 0.286597
-1.891964, 0.057322
-1.834672, 0.057324
-1.831009, 0.057209
-1.664426, 0.229544
-1.551259, 0.114894
-1.667779, -0.000000
-1.657795, 0.114315
-1.840194, 0.057496
-1.546610, 0.057275
-1.834673, 0.000000
-1.607072, 0.114776
-1.696306, 0.226142
-1.666108, 0.000000
-1.829184, 0.000000
-1.608683, 0.114891
-1.667779, 0.057501
-1.662533, 0.974499
-1.773828, -0.000000
-1.832839, 0.057266
-1.775601, 0.000000
-1.775600, 0.057268
-1.603863, 0.000000
-1.605464, 0.114661
-1.772045, 0.228615
-1.603856, 0.171819
-1.830987, 0.286044
-1.666104, 0.114888
-1.775600, 0.057268
-1.955112, 0.172477
-1.603863, 0.000000
-1.779156, -0.000000
-1.719828, 0.974470
-1.667776, 0.115003
-1.834672, 0.057324
-1.780940, 0.000000
-1.780936, 0.114881
-1.723379, -0.746706
-1.665966, -0.746728
-1.607075, 0.000000
-1.659450, 0.114429
-1.716639, 0.114426
-1.773828, -0.000000
-1.611917, 0.057561
-1.720063, 0.229308
-1.836506, 0.114762
-1.777369, 0.171976
-1.657785, 0.228629
-1.611898, 0.287802
-1.782723, 0.114996
-1.947303, 0.114525
-1.545066, 0.000000
-1.725233, 0.287497
-1.720077, 0.000000
-1.832839, 0.057266
-1.720076, 0.057327
-1.661105, 0.171815
-1.666104, 0.114888
-1.605460, 0.171991
-1.838342, 0.172315
-1.659453, 0.057215
-1.786303, 0.172840
-1.832839, 0.057266
-1.772058, 0.057154
-1.836510, -0.000000
-1.666107, 0.057444
-1.551261, 0.057447
-1.603860, 0.114547
-1.711515, 0.057042
-1.779156, 0.057383
-1.836502, 0.172143
-1.838347, 0.114877
-1.613526, 0.230474
-1.723524, 0.057442
-1.718354, 0.114540
-1.829183, 0.057152
-1.666100, 0.172331
-1.603843, 0.286364
-1.779148, 0.172148
-1.777376, 0.057326
-1.886304, -0.057150
-1.840192, 0.114992
-1.713221, 0.000000
-1.667779, 0.057501
-1.770292, 0.057097
-1.597476, 0.057045
-1.773820, 0.171633
-1.608683, 0.114891
-1.720076, 0.057327
-1.718350, 0.171810
-1.772051, 0.171462
-1.831006, 0.114418
-1.897660, -0.000000
-1.718357, 0.057270
-1.840187, 0.172488
-1.657798, 0.057157
-1.777376, 0.057326
-1.661109, 0.114543
-1.654497, 0.057044
-1.662773, 0.057329
-1.836506, 0.114762
-1.832836, 0.114533
-1.768383, -0.741483
-1.773827, -0.057211
-1.662771, 0.114658
-1.661111, 0.057272
-1.652852, 0.000000
-1.773806, 0.286053
-1.836509, 0.057381
-1.666107, 0.057444
-1.688098, 0.174606
-1.895754, 0.114873
-1.718358, -0.000000
-1.720076, 0.057327
-1.662771, 0.114658
-1.659454, -0.000000
-1.772055, 0.114308
-1.825535, 0.171115
-1.669441, 0.230236
-1.718350, 0.171810
-1.718354, 0.114540
-1.831002, 0.171627
-1.665943, -0.804162
-1.777376, 0.057326
-1.825539, 0.114077
-1.709814, 0.000000
-1.605467, 0.057331
-1.661105, 0.171815
-1.888184, 0.114415
-1.610297, 0.115006
-1.605460, 0.171991
-1.716641, -0.057213
-1.770285, 0.171291
-1.720055, 0.286634
-1.754559, 0.000000
-1.782723, 0.114996
-1.836330, -0.803283
-1.659446, 0.171643
-1.490842, 0.114667
-1.602254, 0.171648
-1.834669, 0.114647
-1.659454, -0.000000
-1.773824, 0.114422
-1.711299, 0.912596
-1.780932, 0.172321
-1.832840, -0.000000
-1.832817, 0.286330
-1.939546, 0.171104
-1.723512, 0.229768
-1.548145, 0.229328
-1.721799, -0.057385
-1.802614, 0.174418
-1.723522, 0.114884
-1.664436, 0.114773
-1.832840, -0.000000
-1.720069, 0.171981
-1.768527, 0.114081
-1.721796, 0.114769
-1.721786, 0.229538
-1.834672, 0.057324
-1.664436, 0.114773
-1.699672, 0.056647
-1.766771, 0.056984
-1.432085, 0.229110
-1.773827, 0.057211
-1.779156, 0.057383
-1.831009, 0.057209
-1.772055, 0.114308
-1.888180, 0.171622
-1.784516, 0.057556
-1.546610, -0.000000
-1.718350, 0.171810
-1.780936, 0.114881
-1.605262, 0.917212
-1.672598, 0.922722
-1.716642, 0.000000
-1.607074, -0.057388
-1.772058, -0.057154
-1.721799, 0.057385
-1.779148, 0.172148
-1.834650, 0.286616
-1.777373, 0.114651
-1.952878, 0.976297
-1.829180, 0.114304
-1.786310, 0.057614
-1.779134, 0.286912
-1.721786, 0.229538
-1.718350, 0.171810
-1.840194, -0.057496
-1.607074, 0.057388
-1.669239, 0.920869
-1.832839, 0.057266
-1.605460, 0.171991
-1.656133, 0.228401
-1.657798, 0.057157
-1.772051, 0.171462
-1.895754, 0.114873
-1.721796, -0.114769
-1.661111, 0.057272
-1.495327, 0.172518
-1.831002, 0.171627
-1.713208, 0.228394
-1.832836, 0.114533
-1.549701, 0.172168
-1.607074, 0.057388
-1.777369, 0.171976
