[2024-04-25 17:10:20.871127][INFO],-0.044000,-0.065000,0.962000,0.529000,-0.662000,-0.123000,3.865460,2.618773,0.000000,0.000068,0.965197,0.193039,1.364995,0
[2024-04-25 17:10:20.884398][INFO],-0.049000,-0.087000,1.027000,-0.708000,0.812000,0.029000,3.905078,2.634984,-0.001734,-0.016776,1.031705,0.360772,1.459147,0
[2024-04-25 17:10:20.897611][INFO],-0.058000,-0.079000,1.012000,0.430000,-0.425000,-0.047000,3.938411,2.661901,-0.010938,-0.009195,1.016634,0.491945,1.437767,0
[2024-04-25 17:10:20.922608][INFO],-0.048000,-0.065000,0.975000,0.101000,-0.242000,-0.093000,3.933462,2.666691,-0.002585,0.002117,0.978337,0.589223,1.383579,0
[2024-04-25 17:10:20.928158][INFO],-0.067000,-0.099000,0.995000,-0.479000,-0.242000,-0.078000,4.013157,2.722063,-0.019671,-0.028978,1.001543,0.671687,1.416692,0
[2024-04-25 17:10:20.941850][INFO],-0.064000,-0.065000,0.968000,0.742000,-0.807000,-0.085000,4.014146,2.764685,-0.017235,0.003059,0.972131,0.731776,1.374804,0
[2024-04-25 17:10:20.955436][INFO],-0.053000,-0.074000,1.027000,-0.700000,0.545000,-0.085000,4.010383,2.781263,-0.003104,-0.001898,1.031019,0.791625,1.458083,0
[2024-04-25 17:10:20.969154][INFO],-0.058000,-0.090000,0.997000,-0.036000,-0.532000,-0.040000,4.067309,2.801831,-0.009196,-0.018941,1.002512,0.833802,1.417892,0
[2024-04-25 17:10:20.982860][INFO],-0.047000,-0.060000,0.962000,0.491000,-0.608000,-0.139000,4.048811,2.793640,-0.000057,0.008154,0.964980,0.860038,1.364712,0
[2024-04-25 17:10:20.996417][INFO],-0.057000,-0.092000,1.004000,-0.769000,0.606000,0.006000,4.098140,2.824314,-0.007460,-0.019900,1.009593,0.889949,1.427918,0
[2024-04-25 17:10:21.9932][INFO],-0.061000,-0.084000,1.006000,0.674000,-0.684000,-0.055000,4.140538,2.847815,-0.010943,-0.011015,1.011223,0.914203,1.430128,0
[2024-04-25 17:10:21.23478][INFO],-0.055000,-0.067000,0.982000,0.239000,0.094000,-0.055000,4.131743,2.866918,-0.005815,0.004037,0.985793,0.928521,1.394128,0
[2024-04-25 17:10:21.37048][INFO],-0.060000,-0.094000,1.004000,-0.456000,0.430000,-0.024000,4.186747,2.900084,-0.009126,-0.020322,1.009928,0.944803,1.428399,0
[2024-04-25 17:10:21.50974][INFO],-0.050000,-0.074000,0.969000,0.727000,-0.623000,-0.062000,4.205164,2.894714,-0.001001,-0.002651,0.973103,0.950463,1.376178,0
[2024-04-25 17:10:21.64692][INFO],-0.055000,-0.072000,0.999000,1.200000,0.598000,-0.062000,4.217020,2.915513,-0.004116,0.001766,1.003090,0.960988,1.418585,0
[2024-04-25 17:10:21.78244][INFO],-0.059000,-0.092000,1.001000,-0.105000,0.018000,-0.108000,5.251190,3.373168,-0.000000,0.000159,1.006949,0.970180,1.424041,0
[2024-04-25 17:10:21.91831][INFO],-0.047000,-0.059000,0.961000,0.552000,-0.578000,-0.062000,5.171464,3.336997,0.009018,0.027961,0.963508,0.968846,1.362893,0
[2024-04-25 17:10:21.105331][INFO],-0.059000,-0.083000,1.013000,-0.769000,0.690000,0.022000,5.137279,3.345618,0.000218,0.008194,1.018073,0.978691,1.439795,0
