[2024-04-24 17:02:25.236636][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.676495,pitch_angle=53.511181,ax_rotated=0.000000,ay_rotated=-0.317152,az_rotated=1.595033,iirOutput=0.319007,comp_vector=2.277903,button_state=1
[2024-04-24 17:02:25.249760][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.716320,pitch_angle=53.492008,ax_rotated=-0.000513,ay_rotated=-0.318260,az_rotated=1.594812,iirOutput=0.574168,comp_vector=2.277749,button_state=1
[2024-04-24 17:02:25.263762][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.756456,pitch_angle=53.472687,ax_rotated=-0.001030,ay_rotated=-0.319377,az_rotated=1.594588,iirOutput=0.778252,comp_vector=2.277592,button_state=1
[2024-04-24 17:02:25.277755][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.794544,pitch_angle=53.454353,ax_rotated=-0.001521,ay_rotated=-0.320437,az_rotated=1.594375,iirOutput=0.941476,comp_vector=2.277442,button_state=1
[2024-04-24 17:02:25.291756][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.830723,pitch_angle=53.436935,ax_rotated=-0.001987,ay_rotated=-0.321443,az_rotated=1.594172,iirOutput=1.072016,comp_vector=2.277300,button_state=1
[2024-04-24 17:02:25.305752][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.865131,pitch_angle=53.420372,ax_rotated=-0.002430,ay_rotated=-0.322400,az_rotated=1.593978,iirOutput=1.176408,comp_vector=2.277164,button_state=1
[2024-04-24 17:02:25.319743][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.897781,pitch_angle=53.404655,ax_rotated=-0.002851,ay_rotated=-0.323308,az_rotated=1.593794,iirOutput=1.259885,comp_vector=2.277034,button_state=1
[2024-04-24 17:02:25.333734][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.928795,pitch_angle=53.389729,ax_rotated=-0.003251,ay_rotated=-0.324170,az_rotated=1.593618,iirOutput=1.326632,comp_vector=2.276910,button_state=1
[2024-04-24 17:02:25.349384][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.958275,pitch_angle=53.375534,ax_rotated=-0.003631,ay_rotated=-0.324990,az_rotated=1.593450,iirOutput=1.379995,comp_vector=2.276792,button_state=1
[2024-04-24 17:02:25.363039][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.985575,pitch_angle=53.362392,ax_rotated=-0.003982,ay_rotated=-0.325749,az_rotated=1.593294,iirOutput=1.422655,comp_vector=2.276683,button_state=1
[2024-04-24 17:02:25.376683][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-31.011108,pitch_angle=53.350101,ax_rotated=-0.004311,ay_rotated=-0.326458,az_rotated=1.593148,iirOutput=1.456754,comp_vector=2.276580,button_state=1
