[2024-04-17 17:45:53.962123][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.676495,pitch_angle=53.511181,ax_rotated=0.000000,ay_rotated=-0.317152,az_rotated=1.595033,iirOutput=0.319007,comp_vector=2.277903,button_state=1
[2024-04-17 17:45:53.974421][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.716393,pitch_angle=53.491978,ax_rotated=-0.000514,ay_rotated=-0.318262,az_rotated=1.594811,iirOutput=0.574167,comp_vector=2.277748,button_state=1
[2024-04-17 17:45:53.988451][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.756617,pitch_angle=53.472614,ax_rotated=-0.001032,ay_rotated=-0.319381,az_rotated=1.594587,iirOutput=0.778251,comp_vector=2.277591,button_state=1
[2024-04-17 17:45:54.2472][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.794790,pitch_angle=53.454235,ax_rotated=-0.001524,ay_rotated=-0.320444,az_rotated=1.594374,iirOutput=0.941476,comp_vector=2.277441,button_state=1
[2024-04-17 17:45:54.16485][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.831017,pitch_angle=53.436798,ax_rotated=-0.001991,ay_rotated=-0.321451,az_rotated=1.594170,iirOutput=1.072015,comp_vector=2.277299,button_state=1
[2024-04-17 17:45:54.30499][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.865446,pitch_angle=53.420227,ax_rotated=-0.002434,ay_rotated=-0.322409,az_rotated=1.593976,iirOutput=1.176407,comp_vector=2.277162,button_state=1
[2024-04-17 17:45:54.44508][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.898123,pitch_angle=53.404495,ax_rotated=-0.002855,ay_rotated=-0.323318,az_rotated=1.593792,iirOutput=1.259884,comp_vector=2.277033,button_state=1
[2024-04-17 17:45:54.58515][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.929182,pitch_angle=53.389545,ax_rotated=-0.003256,ay_rotated=-0.324181,az_rotated=1.593615,iirOutput=1.326630,comp_vector=2.276909,button_state=1
[2024-04-17 17:45:54.72529][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.958670,pitch_angle=53.375351,ax_rotated=-0.003636,ay_rotated=-0.325001,az_rotated=1.593448,iirOutput=1.379994,comp_vector=2.276791,button_state=1
[2024-04-17 17:45:54.86536][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-30.986712,pitch_angle=53.361851,ax_rotated=-0.003997,ay_rotated=-0.325780,az_rotated=1.593288,iirOutput=1.422653,comp_vector=2.276678,button_state=1
[2024-04-17 17:45:54.100550][INFO],ax=-1.233000,ay=0.541000,az=0.912000,gr=-3.166000,gp=-1.524000,gy=-3.154000,roll_angle=-31.013317,pitch_angle=53.349045,ax_rotated=-0.004340,ay_rotated=-0.326519,az_rotated=1.593135,iirOutput=1.456749,comp_vector=2.276571,button_state=1
